Subject,Course No,Name,Gen Ed,Major ,Major,Major,Pre req,Pre req,Pre req,Pre req
English,753,Amer Romanticism,,,,,,,,
English,755,American Realism,,,,,,,,
English,758,AfroAmer Literature,,,,,,,,
English,761,Hst Lt ThryCriticsm,,,,,,,,
English,776,Modern Fiction,,,,,,,,
English,777,Modern Poetry,,,,,,,,
English,780,Imag Writ Poetry,,,,,,,,
English,781,Imag Writ Fiction,,,,,,,,
English,784,LtPsychlgcl Critcsm,,,,,,,,
English,791CP,SIntroduction to Performance Theory,,,,,,,,
English,791PW,Seminar Performative Writing & Creative Criticism,,,,,,,,
English,792C,Seminar Graduate Writing Workshop,,,,,,,,
English,891AT,SThe Short Novel,,,,,,,,
English,891DQ,Seminar Frederick Douglass,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
English Writing Program,111,Basic Writing,U,,,,,,,
English Writing Program,112,College Writing,CW,,,,,,,
English Writing Program,112H,College Writing,CW,,,,,,,
English Writing Program,113,College Writing,,,,,,,,
,,,,,,,,,,
Entomology,511,Insect Behavior,,,,,,,,
Entomology,523,Biological Control,,,,,,,,
Entomology,555,Systematic Entomology,,,,,,,,
Entomology,581,Integrated Pest Mgt,,,,,,,,
Entomology,590A,Insect Microbiology,,,,,,,,
Entomology,590B,Insect Identification,,,,,,,,
Entomology,597A,ST: InsectPlant Interactions,,,,,,,,
Entomology,666,Molecular and Cellular Entomology,,,,,,,,
Entomology,683,Insect Ecology,,,,,,,,
Entomology,697B,ST: Field Research in Ecology,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Environmental Design,1AT1,Generic course with AT,,,,,,,,
Environmental Design,291A,SIntroduction to Environmental Design,,,,,,,,
Environmental Design,547,Landscape Pattern & Process,,,,,,,,
Environmental Design,553,Resource Policy and Planning,,,,,,,,
Environmental Design,575,Environmental Law and Resource Management,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Environmental Science,101,Introduction to Environmental Science,,,,,,,,
Environmental Science,191A,Intro Seminar I,,,,,,,,
Environmental Science,194A,Intro Seminar II,,,,,,,,
Environmental Science,197G,STSustainable Environment,,,,,,,,
Environmental Science,213,Introduction to Environmental Policy,,,,,,,,
Environmental Science,214,"Ecosystems, Biodiversity and Global Change",,,,,,,,
Environmental Science,294A,SCareer & Curriculum Planning Seminar,,,,,,,,
Environmental Science,297F,STEnvCommunicationEcoRepII,,,,,,,,
Environmental Science,297G,STEnvironmental Communication  EcoRep Approach,,,,,,,,
Environmental Science,315,Principles of Environmental Toxicology and Chemistry,,,,,,,,
Environmental Science,342,"Pesticides, the Environment and Public Policy",,,,,,,,
Environmental Science,390A,Environmental Soil Science,,,,,,,,
Environmental Science,396S,ISCampus Sustainability Fellowship,,,,,,,,
Environmental Science,397R,Special Topics Renewable Energy and Sustainability,,,,,,,,
Environmental Science,398,Practicum,,,,,,,,
Environmental Science,398S,Practicum Campus Sustainability Fellow,,,,,,,,
Environmental Science,445,Sustainability and ProblemSolving in Environmental Science,,,,,,,,
Environmental Science,452,Hazardous Waste Operations and Emergency Response,,,,,,,,
Environmental Science,465,Principles of Environmental Site Assessment,,,,,,,,
Environmental Science,498,Practicum,,,,,,,,
Environmental Science,499T,Honors Thesis,,,,,,,,
Environmental Science,499Y,Honors Research,,,,,,,,
Environmental Science,504,Air Pollution & Climate Change Biology,,,,,,,,
Environmental Science,515,Microbiology of the Soil,,,,,,,,
Environmental Science,555,Environmental Toxicology in Context,,,,,,,,
Environmental Science,575,Environmental Soil Chemistry,,,,,,,,
Environmental Science,585,"Inorganic Contaminants in Soil, Water, and Sediment",,,,,,,,
Environmental Science,587,Phyto/Bioremediation,,,,,,,,
Environmental Science,590A,Environmental Soil Science,,,,,,,,
Environmental Science,590C,Biosafety Principles and Practices,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Epidemiology,597R,Special Topics Research Ethics,,,,,,,,
Epidemiology,630,Principles of Epidemiology,,,,,,,,
Epidemiology,631,"Scientific Writing for Thesis, Dissertation, and Grant Proposals in Epidemiology",,,,,,,,
Epidemiology,632,Applied Epidemiology,,,,,,,,
Epidemiology,633,Communicable Disease Epidemiology,,,,,,,,
Epidemiology,634,Nutritional Epidemiology,,,,,,,,
Epidemiology,635,Social Epidemiology,,,,,,,,
Epidemiology,636,Epidemiological Assessment,,,,,,,,
Epidemiology,637,Epidemiology of Aids,,,,,,,,
Epidemiology,638,Cardiovascular Epidemiology,,,,,,,,
Epidemiology,639,Cancer Epidemiology,,,,,,,,
Epidemiology,690EW,Epidemiology of Women's Health,,,,,,,,
Epidemiology,691P,Seminar Physical Activity,,,,,,,,
Epidemiology,696A,Independent Study,,,,,,,,
Epidemiology,696D,Independent Study: MPH Project,,,,,,,,
Epidemiology,700,Analysis of Epidemiologic Data,,,,,,,,
Epidemiology,733,Occupational Epidemiology,,,,,,,,
Epidemiology,737,Intermediate Epidemiological Methods,,,,,,,,
Epidemiology,742,Advanced Methods of Biomedical Research,,,,,,,,
Epidemiology,797A,STChronic Disease Epidemiology,,,,,,,,
Epidemiology,892BW,Advance Epidemiological Methods Seminar,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
English as a second Language,120,Adv Intns GramWrit,,,,,,,,
English as a second Language,125,Tech Of Oral Comm,,,,,,,,
English as a second Language,126,Vocabulary & Comprehension of Academic English,,,,,,,,
English as a second Language,130,Advanced Composition,,,,,,,,
English as a second Language,290A,Conversation Strategies in the Classroom,,,,,,,,
English as a second Language,290B,Speaking Strategies for Presentations & Discussion,,,,,,,,
English as a second Language,290C,Professional Grammar for Writing and Speaking,,,,,,,,
English as a second Language,290D,Academic Writing for Graduate Students,,,,,,,,
English as a second Language,290E,English for Medical and Health Professionals,,,,,,,,
English as a second Language,290F,University Writing,,,,,,,,
English as a second Language,290M,English for International Business Marketing,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Exchange,1AL2,Generic Course with AL,,,,,,,,
Exchange,1AT2,Generic Course with AT2 for Exchange Students,,,,,,,,
Exchange,1HS3,Generic Course with 1HS3,,,,,,,,
Exchange,1I2,Generic Course with 2,,,,,,,,
,,,,,,,,,,
 Faculty First Year Seminars,197AFA1,"Capitalism, Race, and the World",,,,,,,,
 Faculty First Year Seminars,197AFA2,W.E.B. Du Bois In Our Times & Beyond,,,,,,,,
 Faculty First Year Seminars,197AFA3,Race and Gender at the Movies,,,,,,,,
 Faculty First Year Seminars,197AFA4,Studies in Black Leadership: From Douglass to Obama to You,,,,,,,,
 Faculty First Year Seminars,197AH1,"An Art Historian in the Real World: Money & Markets, Fakes & Felons , Ethics & Authenticity",,,,,,,,
 Faculty First Year Seminars,197ANML2,"Agriculture, the Environment, and Human Health",,,,,,,,
 Faculty First Year Seminars,197ANML3,What?s in your genes?,,,,,,,,
 Faculty First Year Seminars,197ANT8,Native American Nations in the Northeast,,,,,,,,
 Faculty First Year Seminars,197ANTH2,"Culture, Community & Language",,,,,,,,
 Faculty First Year Seminars,197ANTH4,From Blues to HipHop: Introduction to African American Expressive Culture,,,,,,,,
 Faculty First Year Seminars,197ANTH5,?Who are You?? : An Anthropological Analysis of Identity,,,,,,,,
 Faculty First Year Seminars,197ANTH6,The Pyramids of Egypt: Why and How?,,,,,,,,
 Faculty First Year Seminars,197ANTH7,"Social Media, Digital Technology, and Communicative (Trans)Formations",,,,,,,,
 Faculty First Year Seminars,197ARC1,The Art of Infrastructure: Nature and the Art of What Sustains Us,,,,,,,,
 Faculty First Year Seminars,197ARC2,Architectural Drawings of Utopian Visionaries,,,,,,,,
 Faculty First Year Seminars,197ART,Introduction to Art & Artmaking,,,,,,,,
 Faculty First Year Seminars,197ART6,Design Drawing,,,,,,,,
 Faculty First Year Seminars,197AST1,The Law and Treaties associated with Outer Space,,,,,,,,
 Faculty First Year Seminars,197BIO,Microbes and Man,,,,,,,,
 Faculty First Year Seminars,197BIO1,New England Wildlife Natural History and Conservation,,,,,,,,
 Faculty First Year Seminars,197BIO2,Bioethics,,,,,,,,
 Faculty First Year Seminars,197BIO3,The Sex Lives of Animals,,,,,,,,
 Faculty First Year Seminars,197BIO4,"Campus Treasures ? Art, Science and Everything in Between",,,,,,,,
 Faculty First Year Seminars,197BIO5,Hunting Neanderthal Genes,,,,,,,,
 Faculty First Year Seminars,197BIO6,The Biology and Behavior of the Domestic Cat,,,,,,,,
 Faculty First Year Seminars,197BIO7,Molecular Mechanisms of Disease,,,,,,,,
 Faculty First Year Seminars,197BIO8,"Life in a changing climate: past, present, and future",,,,,,,,
 Faculty First Year Seminars,197BIOC,The Light Fantastic: Wonders of Biology Under the Microscope,,,,,,,,
 Faculty First Year Seminars,197BIOC2,Science and me: Why should I care? Readings from the New York Times Science Times Section,,,,,,,,
 Faculty First Year Seminars,197BIOC3,Inhibitory Neurotransmitters,,,,,,,,
 Faculty First Year Seminars,197BIOC4,"Learning from Scientific American: science and society, why should I care?",,,,,,,,
 Faculty First Year Seminars,197CEE,The Social Impacts of Gasoline Prices and Transportation Costs,,,,,,,,
 Faculty First Year Seminars,197CEE1,"The Janus Face of Nanotechnology: Promises, Products, and Problems",,,,,,,,
 Faculty First Year Seminars,197CHC1,"""New""Ways of Making Families: Adoption and Assisted Reproduction Technologies",,,,,,,,
 Faculty First Year Seminars,197CHEM,How much Arsenic do we eat?,,,,,,,,
 Faculty First Year Seminars,197CHEM1,Indigenous Chemical Technologies of the Americas,,,,,,,,
 Faculty First Year Seminars,197CHEM3,Nuclear Chemistry and Medicine,,,,,,,,
 Faculty First Year Seminars,197CHEM4,Methods and Applications of Electronic Structure Theory,,,,,,,,
 Faculty First Year Seminars,197CHEM5,DNA Origami: Building LEGO Structures and Computers with DNA,,,,,,,,
 Faculty First Year Seminars,197CIC1,Artificial Intelligence and Society,,,,,,,,
 Faculty First Year Seminars,197CL1,"Art, Culture, and Literature at UMass and the 5 Colleges.",,,,,,,,
 Faculty First Year Seminars,197CL2,"Pompeii. A Brief Introduction to Archaeology, Classics, and Classical Archaeology",,,,,,,,
 Faculty First Year Seminars,197CL3,"Mythologies & Modern Media: the Origins of Harry Potter, Luke Skywalker and Everyone Else",,,,,,,,
 Faculty First Year Seminars,197CMPL2,Why the Arts?,,,,,,,,
 Faculty First Year Seminars,197CNS1,"Science, secrets and Spies: The role of submarines in the Cold War",,,,,,,,
 Faculty First Year Seminars,197CNS2,"The Need for Speed, the American automobile from 1946 to 1956",,,,,,,,
 Faculty First Year Seminars,197CNS3,Writing Flash Fiction,,,,,,,,
 Faculty First Year Seminars,197CNW1,Creative Writing with Constraints,,,,,,,,
 Faculty First Year Seminars,197COMM1,"Media, Fashion, Culture, Style",,,,,,,,
 Faculty First Year Seminars,197COMM3,Network Fever,,,,,,,,
 Faculty First Year Seminars,197COMM4,Radical America: the History That Got Left Out,,,,,,,,
 Faculty First Year Seminars,197CR1,Common Read FFYS: Privilege and helping professions: Insights from Orange is the New Black,,,,,,,,
 Faculty First Year Seminars,197CR2,Common Read FFYS: The PrisonIndustrial Complex and the Prison Abolitionist Movement,,,,,,,,
 Faculty First Year Seminars,197CR3,Common Read FFYS: Seminar : Orange is the new Black,,,,,,,,
 Faculty First Year Seminars,197CR4,Common Read FFYS: A Semester in the Life: Writing Your Way into College,,,,,,,,
 Faculty First Year Seminars,197CR5,Common Read FFYS: Prison Writing,,,,,,,,
 Faculty First Year Seminars,197CR6,Common Read FFYS: The Role of Lawyers in the American Criminal Justice System,,,,,,,,
 Faculty First Year Seminars,197CTF,Learning in the Age of Cloud Computing,,,,,,,,
 Faculty First Year Seminars,197ECE,Physical computing for everyone,,,,,,,,
 Faculty First Year Seminars,197ECE2,Applying Chance and Risk to Everyday Life,,,,,,,,
 Faculty First Year Seminars,197ECE3,"Fig Leaves, Floodwaters & Satellites: Studying the Earth from Space",,,,,,,,
 Faculty First Year Seminars,197ECE4,Queer Lights,,,,,,,,
 Faculty First Year Seminars,197ECO,Planning and Maintaining the Urban Forest,,,,,,,,
 Faculty First Year Seminars,197ECO1,Trees & Sustainability,,,,,,,,
 Faculty First Year Seminars,197ECO2,Sustainability of water resources,,,,,,,,
 Faculty First Year Seminars,197ECO3,The Sixth Extinction,,,,,,,,
 Faculty First Year Seminars,197ECO4,Trees in the Urban Landscape,,,,,,,,
 Faculty First Year Seminars,197ECON3,"The Great Recession, 2007 ?",,,,,,,,
 Faculty First Year Seminars,197ECON4,What is Economics and what are its politics?,,,,,,,,
 Faculty First Year Seminars,197ECON5,The Power of Free: Causes and Consequences of Irrational Economic Decisions,,,,,,,,
 Faculty First Year Seminars,197ECON6,Economics in the news: theory and practice,,,,,,,,
 Faculty First Year Seminars,197EDU13,"Lights, Camera, Action! Designing Videos That Inspire and Create Change",,,,,,,,
 Faculty First Year Seminars,197EDU15,Current Issues in Early Childhood Education,,,,,,,,
 Faculty First Year Seminars,197EDU16,Popular Culture and Literacy,,,,,,,,
 Faculty First Year Seminars,197EDU17,(Dis)ability in American Civic Life & Higher Education,,,,,,,,
 Faculty First Year Seminars,197EDU18,Discourse and Power,,,,,,,,
 Faculty First Year Seminars,197EDU19,Exploring Your Sport Fandom,,,,,,,,
 Faculty First Year Seminars,197EDUC1,Educating America's Youngest Children,,,,,,,,
 Faculty First Year Seminars,197EDUC10,"Language, Power, and Schooling",,,,,,,,
 Faculty First Year Seminars,197EDUC11,@TechTrends & the Future of Education,,,,,,,,
 Faculty First Year Seminars,197EDUC12,"Youth, Schools, and the Media in Social Justice Education",,,,,,,,
 Faculty First Year Seminars,197EDUC14,Living Essentials,,,,,,,,
 Faculty First Year Seminars,197EDUC3,What is Race?,,,,,,,,
 Faculty First Year Seminars,197EDUC5,"Ready, Set, Write: Fiction Writer's Workshop for Beginners",,,,,,,,
 Faculty First Year Seminars,197EDUC6,Hot Topics in Education: Beware of Simple Answers!,,,,,,,,
 Faculty First Year Seminars,197EDUC7,Girls? and Women?s Education in Developing Countries,,,,,,,,
 Faculty First Year Seminars,197EDUC8,The ?N Word:? Does it Have a Place in the English Language?,,,,,,,,
 Faculty First Year Seminars,197EDUC9,The Beauty Bias: It Hurts [not] to Be Beautiful,,,,,,,,
 Faculty First Year Seminars,197EHS1,Misinformation in the Media: a Portrayal of Environmental Health in Popular Film,,,,,,,,
 Faculty First Year Seminars,197EHS2,Introduction to Food Toxicology,,,,,,,,
 Faculty First Year Seminars,197ENG6,The Linguistic Landscape of UMass,,,,,,,,
 Faculty First Year Seminars,197ENGL5,Why College?: On the Birth of the University,,,,,,,,
 Faculty First Year Seminars,197ENGL7,Play and Video Games,,,,,,,,
 Faculty First Year Seminars,197ENGL8,Composing Herself: Emily Dickinson?s Revolutionary Poetic Voice,,,,,,,,
 Faculty First Year Seminars,197ENGL9,A Semester in the Life: Writing Your Way into College,,,,,,,,
 Faculty First Year Seminars,197ENWR,Fast Fiction,,,,,,,,
 Faculty First Year Seminars,197ESL1,Negotiating Culture in Global and Local Contexts,,,,,,,,
 Faculty First Year Seminars,197FDSC2,"Food: safety, risk and technology",,,,,,,,
 Faculty First Year Seminars,197FDSCI,Know Your Food,,,,,,,,
